epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_precision,val_recall,lr
1,0.7473169565200806,0.5,0.7073994874954224,0.5,0.3333333333333333,0.25,0.5,5.05e-05
2,0.7231593132019043,0.625,0.7221956253051758,0.5,0.3333333333333333,0.25,0.5,1e-06
